placekey,location_name,latitude,longitude,street_address,city,region,zip,brands,safegraph_brand_ids,naics_code,wkt_area_sq_meters,date_range_start,poi_cbg,tract
22d-222@5pn-k85-tqf,Lucchese Boot,36.151963,-86.784727,503 12th Ave S,Nashville,TN,37203,Lucchese Boot,SG_BRAND_a2757a48f33203e126f8df7b75fca16c,448210,2655,2020-01-01,470370195002,47037019500
zzw-225@8fw-6qm-sdv,Pizza Station 826,25.925465,-80.31061,6824 NW 169th St Ste 6824,Hialeah,FL,33015,,,722513,350,2020-01-01,120860093132,12086009313
22h-222@5v8-bg9-n5z,Bagel Sphere,44.050667,-123.093063,810 Willamette St,Eugene,OR,97401,,,722513,1404,2020-01-01,410390039001,41039003900
zzy-222@645-yd3-s3q,Subway,34.733358,-78.79162,14617 Nc Hwy 87 West,Tar Heel,NC,28392,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,722513,201,2020-01-01,370179503004,37017950300
222-222@5q2-x2k-rff,Dollar General,41.619477,-90.334287,1100 N High St,Port Byron,IL,61275,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,765,2020-01-01,171610201004,17161020100
222-223@5pn-4n3-5fz,Dollar General,34.502217,-88.47043,9 Highway 366,Marietta,MS,38856,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,883,2020-01-01,281179504002,28117950400
234-225@8m4-tbq-9zz,Charm Culture,21.32151,-157.875785,1284 Kalani St Ste 103,Honolulu,HI,96817,,,452319,154,2020-01-01,150030057001,15003005700
22c-222@5z5-3js-v2k,Dollar Usa Discount,34.009728,-118.112541,1131 W Whittier Blvd,Montebello,CA,90640,,,452319,7314,2020-01-01,060375320021,06037532002
228-222@8f4-5wg-bzf,McDonald's,30.422534,-87.207346,815 E Cervantes St,Pensacola,FL,32501,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,722513,440,2020-01-01,120330008003,12033000800
224-222@63r-vdw-6rk,Baja Fresh,38.766603,-77.154277,7003A Manchester Blvd,Franconia,VA,22310,Baja Fresh,SG_BRAND_65995c2920aeb4a414fdcd071b68aa7d,722513,478,2020-01-01,510594223024,51059422302
22c-222@8gn-kn5-3bk,Moe's Original Bar B Que,32.607549,-85.429354,2319 Bent Creek Rd Ste 100,Auburn,AL,36830,Moe's Original Bar B Que,SG_BRAND_795bc17a580defad,722513,287,2020-01-01,010810411004,01081041100
226-222@63t-czd-kmk,Mentor Motorsports Auto Spa,41.683015,-81.343895,8357 Tyler Blvd,Mentor,OH,44060,,,8111,1236,2020-01-01,390852065002,39085206500
223-222@5pn-r28-5cq,MiddleTennessee,35.83708,-86.404102,821 USA Today Way,Murfreesboro,TN,37129,,,8111,10370,2020-01-01,471490418002,47149041800
223-225@5qv-x2z-qfz,John Eagle Collision Center,32.834271,-96.829095,6200 Lemmon Ave,Dallas,TX,75209,,,8111,10747,2020-01-01,481130071023,48113007102
222-222@65y-s23-fs5,Autobody SUPL,42.679513,-73.785185,931 3rd St,Albany,NY,12206,,,8111,1155,2020-01-01,360010003004,36001000300
223-222@5ny-wtk-y7q,AutoGlass Solutions,40.845777,-96.673018,3235 N 33rd St,Lincoln,NE,68504,,,8111,1215,2020-01-01,311090029002,31109002900
zzw-222@8fy-8dn-jsq,Chick-fil-A,28.375798,-81.403809,13085 S Orange Blossom Trl,Orlando,FL,32837,Chick-fil-A,SG_BRAND_4b56bb21dd2aebd521e2ffff47f524fb,722513,349,2020-01-01,120950170111,12095017011
222-222@63r-bh5-8jv,McDonald's,39.153237,-76.726008,7053 Arundel Mills Cir,Severn,MD,21076,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,722513,526,2020-01-01,240037401022,24003740102
zzw-224@627-s8k-3h5,Chipotle Mexican Grill,40.752332,-73.994279,304 W 34th St Frnt 2,New York,NY,10001,Chipotle Mexican Grill,SG_BRAND_87bd111b6dd52ef32eaf3abf6d509065,722513,142,2020-01-01,360610103001,36061010300
zzw-224@8g9-m7g-7nq,The Boot,35.74577,-83.996396,150 Foothills Mall,Maryville,TN,37801,,,448210,50633,2020-01-01,470090112003,47009011200
zzw-223@5pw-6cw-xyv,Jacky's Hot Dogs,41.794663,-87.722938,5415 S Pulaski Rd,Chicago,IL,60632,,,722513,75,2020-01-01,170316201003,17031620100
226-222@5vh-9qm-ndv,Curry Pizza House Milpitas,37.45511,-121.915871,1806 Milmont Dr,Milpitas,CA,95035,,,722513,138,2020-01-01,060855045062,06085504506
222-222@5vg-3t2-kxq,Panda Express,38.243019,-122.01732,402 Lawler Center Dr,Suisun City,CA,94585,Panda Express,SG_BRAND_4a453a402f10c481d2fe4cefaa1d2b09,722513,253,2020-01-01,060952527026,06095252702
224-222@8gf-fvz-r49,Dollar General,35.268357,-81.134869,545 Cox Rd,Gastonia,NC,28054,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,1090,2020-01-01,370710321003,37071032100
zzw-223@8tm-nrz-435,Big Lots Stores,35.651994,-105.994903,3140 Cerrillos Rd,Santa Fe,NM,87507,Big Lots Stores,SG_BRAND_c4d65e0c51ea2fe6cef625aabba41ab6,452319,2630,2020-01-01,350490011061,35049001106
222-222@63g-r4k-ht9,Dollar General,37.548586,-77.35556,5251 Nine Mile Rd,Highland Springs,VA,23223,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,729,2020-01-01,510872012021,51087201202
zzy-225@5pt-y8f-mrk,The Yellow Canary Cafe,40.110538,-88.206673,300 S Bdwy Ave,Urbana,IL,61801,,,722513,19325,2020-01-01,170190111001,17019011100
zzy-222@5p6-9mw-dd9,Wingstop,40.941357,-98.379515,2132 N Webb Rd,Grand Island,NE,68803,Wingstop,SG_BRAND_f0d6a9105f01c1e7fe9b106cfd4b5815,722513,466,2020-01-01,310790004003,31079000400
227-222@5s9-x77-85f,Edo Garden Hibachi,43.049647,-89.325516,6309 Monona Dr,Monona,WI,53716,,,722513,490,2020-01-01,550250104002,55025010400
zzw-226@8gn-nkf-y7q,Subway,32.325914,-86.237087,4015 Eastern Blvd,Montgomery,AL,36116,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,722513,185,2020-01-01,011010056034,01101005603
223-222@8f2-wrm-vpv,Magic Grill,32.534774,-92.191894,2500 Arkansas Rd,Claiborne,LA,71291,,,722513,762,2020-01-01,220730052041,22073005204
223-223@5z5-395-zj9,The Habit Burger Grill,34.204793,-118.19985,990 Town Center Dr,La Cañada Flintridge,CA,91011,The Habit Burger Grill,SG_BRAND_f06de432fc340ee71aa12222d087ce84,722513,281,2020-01-01,060374605022,06037460502
222-223@5r5-gr2-n5z,Long John Silver's,37.678399,-97.245004,547 S Rock Rd,Wichita,KS,67207,Long John Silver's,SG_BRAND_290f637801d52214fff348be4e835e80,722513,208,2020-01-01,201730071011,20173007101
222-224@8dy-gt6-26k,Aj's Detailing,30.229193,-92.011876,317 Jefferson Blvd,Lafayette,LA,70501,,,8111,107,2020-01-01,220550001002,22055000100
222-224@5z5-pnh-nbk,Metro Detailing Specialists,32.875105,-117.204124,4747 Executive Dr,San Diego,CA,92121,,,8111,2549,2020-01-01,060730083391,06073008339
zzy-223@8fc-fgm-vs5,Texas Nat'l Transmission Parts,29.885188,-95.493896,9812 N Houston,Houston,TX,77002,,,8111,1343,2020-01-01,482015324001,48201532400
223-223@5z4-sdw-ndv,Hardy's Auto Service,33.763907,-116.971396,980 N State St,Hemet,CA,92543,,,8111,641,2020-01-01,060650435073,06065043507
22b-222@63t-mmg-dgk,Hermitage Hot Dog Hut,41.232852,-80.479555,1628 E State St,Hermitage,PA,16148,,,722513,198,2020-01-01,420850314006,42085031400
zzw-222@5qw-jnv-xwk,Panda Express,32.842723,-97.290044,5340 N Beach St,Haltom City,TX,76137,Panda Express,SG_BRAND_4a453a402f10c481d2fe4cefaa1d2b09,722513,230,2020-01-01,484391102034,48439110203
229-222@8g9-bh5-wzf,Hunt Brothers Pizza,36.407256,-86.687554,302 McMurry Blvd E,Hartsville,TN,37074,Hunt Brothers Pizza,SG_BRAND_d1f227ed013c6a60,722513,447,2020-01-01,471650204071,47165020407
zzy-222@5xc-rry-zcq,Lews,45.288144,-122.334964,262 S Broadway St,Estacada,OR,97023,,,722513,412,2020-01-01,410050242001,41005024200
226-222@5qv-x9r-28v,Cicis,32.799521,-96.976019,2304 W Shady Grove Rd,Irving,TX,75060,Cicis,SG_BRAND_02a28721f6f21182d697d2944f3c25da,722513,343,2020-01-01,481130152042,48113015204
222-222@8fc-2kj-ygk,Dollar General,31.969158,-94.019789,12718 US Highway 84 E,Joaquin,TX,75954,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,1205,2020-01-01,484199501001,48419950100
225-222@63s-jgm-p7q,Dollar Tree,38.631775,-75.19308,25935 Plaza Dr Unit 12,Millsboro,DE,19966,Dollar Tree,SG_BRAND_6b1e006c89aa3f8b054a05fa90581501,452319,741,2020-01-01,100050507042,10005050704
228-222@5s6-fbc-xdv,Dollar General,41.53436,-86.429196,105 S Jefferson St,North Liberty,IN,46554,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,839,2020-01-01,181410121002,18141012100
222-222@65z-7s7-nnq,Dollar General,43.297193,-75.615413,4120 State Route 69,Taberg,NY,13471,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,947,2020-01-01,360650244002,36065024400
22d-224@5z5-qdd-575,Family Dollar Stores,32.696298,-117.086698,5065 Logan Ave,San Diego,CA,92113,Family Dollar Stores,SG_BRAND_6db086b96ff72a99a60c4a182d90fe10,452319,829,2020-01-01,060730033053,06073003305
222-222@8fw-75s-tgk,McDonald's,25.809975,-80.31742,7405 NW 36th St,Miami,FL,33166,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,722513,284,2020-01-01,120860091002,12086009100
zzw-225@628-p7b-kpv,Burger King,40.055823,-75.00382,9220 Frankford Ave,Philadelphia,PA,19114,Burger King,SG_BRAND_60d8d6d29e2c4b14f4ea1983baefd36e,722513,474,2020-01-01,421010348031,42101034803
223-222@5pn-k83-94v,Subway,36.157241,-86.770599,1 Hermitage Ave,Nashville,TN,37210,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,722513,148,2020-01-01,470370195001,47037019500
zzy-223@63p-trc-45f,Sweet Frog,40.488682,-78.38667,1602 1604 Osgood Drive,Altoona,PA,16602,Sweet Frog,SG_BRAND_5210f3e6393aa617,722513,562,2020-01-01,420130106001,42013010600
223-222@5rp-ksp-5vf,Auto Experts,47.915488,-97.057184,2017 Demers Ave,Grand Forks,ND,58201,,,8111,2438,2020-01-01,380350108011,38035010801
zzw-222@63s-xhd-kvf,Lewis Auto Care,40.279445,-76.924847,700A S Enola Rd,Enola,PA,17025,,,8111,438,2020-01-01,420410101004,42041010100
zzw-222@5qv-wyp-nnq,Miller Muffler,33.036448,-96.992379,896 S Mill St,Lewisville,TX,75057,,,8111,489,2020-01-01,481210216181,48121021618
22j-222@63d-6y2-2zf,Apex Auto Service,40.427768,-79.988881,90 S 10th St,Pittsburgh,PA,15203,,,8111,653,2020-01-01,420031702001,42003170200
225-222@5zb-xmh-qpv,Ice Performance,33.631653,-111.917334,16050 N 76th St Ste 105,Scottsdale,AZ,85260,,,8111,1912,2020-01-01,040132168161,04013216816
22s-222@8dg-ghs-5xq,Carsexperts,26.601293,-81.862173,4222 Fowler St Ste 2,Fort Myers,FL,33901,,,8111,650,2020-01-01,120710011022,12071001102
zzw-225@8gf-f36-t9z,Jersey Mike's,34.984114,-81.214497,962 Liberty St E Ste A2,York,SC,29745,Jersey Mike's,SG_BRAND_2e5e0487913bda7532010357c3b014d8,722513,407,2020-01-01,450910615021,45091061502
22z-222@8gp-53p-y35,Wingstop,30.428225,-81.663196,1038 Dunn Ave Ste 2,Jacksonville,FL,32218,Wingstop,SG_BRAND_f0d6a9105f01c1e7fe9b106cfd4b5815,722513,474,2020-01-01,120310104022,12031010402
222-222@5pr-5cy-jy9,Frontier Conference Center Lunch Buffet,39.349031,-94.925303,350 Biddle Blvd,Leavenworth,KS,66027,,,722513,2345,2020-01-01,201039819001,20103981900
222-222@8fw-2rq-f2k,Taco Bell,26.3188,-80.090121,50 N Federal Hwy,Deerfield Beach,FL,33441,Taco Bell,SG_BRAND_748ba381dd81bb8de615319837ffa350,722513,246,2020-01-01,120110101031,12011010103
zzw-224@8fc-rm8-87q,Dollar Tree,29.890885,-95.582499,17418 Northwest Fwy,Jersey Village,TX,77040,Dollar Tree,SG_BRAND_6b1e006c89aa3f8b054a05fa90581501,452319,989,2020-01-01,482015518001,48201551800
zzw-222@5qb-wkn-249,Family Dollar Stores,39.351831,-112.57514,39 W Main St,Delta,UT,84624,Family Dollar Stores,SG_BRAND_6db086b96ff72a99a60c4a182d90fe10,452319,853,2020-01-01,490279741004,49027974100
zzw-222@63v-b4j-f75,Family Dollar Stores,41.415126,-81.535286,5323 Warrensville Center Rd,Maple Heights,OH,44137,Family Dollar Stores,SG_BRAND_6db086b96ff72a99a60c4a182d90fe10,452319,845,2020-01-01,390351711021,39035171102
222-222@8dx-ns8-k4v,Dollar General,31.559636,-90.1213,1511 W Broad St,Monticello,MS,39654,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,866,2020-01-01,280779602003,28077960200
zzy-223@5z7-5ym-b8v,Dollar General,36.853779,-120.453824,1500 N St,Firebaugh,CA,93622,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,708,2020-01-01,060190084014,06019008401
222-222@63h-fvc-qxq,Chipotle Mexican Grill,40.287072,-84.184499,1975 Michigan St,Sidney,OH,45365,Chipotle Mexican Grill,SG_BRAND_87bd111b6dd52ef32eaf3abf6d509065,722513,396,2020-01-01,391499719001,39149971900
228-222@63r-b99-f2k,Big Bite,39.248925,-76.518067,3443 Dundalk Ave,Dundalk,MD,21222,,,722513,196,2020-01-01,240054211022,24005421102
222-222@5xs-cqb-vj9,McDonald's,36.60842,-121.85603,1516 Canyon del Rey Blvd,Seaside,CA,93955,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,722513,813,2020-01-01,060530140001,06053014000
23s-222@8dy-qtz-v75,Allen Edmonds,29.951501,-90.06526,333 Canal St Ste 208,New Orleans,LA,70130,Allen Edmonds,SG_BRAND_4959b9c7b6ef23e4dd6392edae9a968c,448210,14093,2020-01-01,220710135001,22071013500
235-222@627-wdm-mkz,Continental Shoes,40.620765,-73.988902,6210 18th Ave,Brooklyn,NY,11204,,,448210,193,2020-01-01,360470248002,36047024800
zzw-227@8fy-fwg-4qf,Subway,28.25546,-81.315661,4400 13th St # 1086,Saint Cloud,FL,34769,Subway,SG_BRAND_de80593878cb1673c62a7f338dc7e4e1,722513,18112,2020-01-01,120970432031,12097043203
223-223@629-mxb-z2k,Mariannes Classic Deli,41.524613,-74.180252,886 State Route 17K,Montgomery,NY,12549,,,722513,70,2020-01-01,360710106004,36071010600
zzw-222@63j-x3y-sqz,Lemon Shark Poke,40.054641,-82.913284,3969 Merchants Row,Columbus,OH,43219,Lemon Shark Poke,SG_BRAND_8d1c0b61ec8f51b5,722513,351,2020-01-01,390490101001,39049010100
222-222@627-zcp-ygk,Simone Classic Auto Inc,41.212393,-73.720896,120 N Bedford Rd,Mount Kisco,NY,10549,,,8111,873,2020-01-01,361190130001,36119013000
222-223@8fy-7yq-syv,Mansours Texaco,28.46484,-81.396284,6303 S Orange Blossom Trl,Orlando,FL,32809,,,8111,678,2020-01-01,120950142002,12095014200
224-222@5pw-3c8-y7q,Manteno Quick Lube,41.25013,-87.831641,156 N Locust St,Manteno,IL,60950,,,8111,210,2020-01-01,170910102021,17091010202
222-223@62j-sjd-bkz,New England Auto Delivery,42.324549,-71.055071,50 Von Hillern St,Boston,MA,2125,,,8111,717,2020-01-01,250250907001,25025090700
22c-223@8gh-nk6-249,Car Crafters Collision Center,30.411316,-84.303513,2607 Springhill Rd,Tallahassee,FL,32305,,,8111,338,2020-01-01,120730011021,12073001102
224-222@8gb-fxh-y9z,Hardee's,35.384314,-86.232429,1907 N Jackson St,Tullahoma,TN,37388,Hardee's,SG_BRAND_2b6b8e67fe1433e4f73bbe2c306fb330,722513,358,2020-01-01,470319710001,47031971000
22k-222@5z5-3mc-k2k,WaBa Grill,33.967792,-118.09668,9416 Slauson Ave,Pico Rivera,CA,90660,WaBa Grill,SG_BRAND_ebfabb568992ac314954deef9e583133,722513,105,2020-01-01,060375026011,06037502601
zzy-222@8f3-sbk-jvz,Wing Station,31.718674,-89.148357,2247 Ms 15,Laurel,MS,39440,,,722513,153,2020-01-01,280679504012,28067950401
zzw-222@5s6-wh9-p9z,Big Lots Stores,42.590453,-83.879784,3669 E Grand River Ave,Howell,MI,48843,Big Lots Stores,SG_BRAND_c4d65e0c51ea2fe6cef625aabba41ab6,452319,3188,2020-01-01,260937424021,26093742402
222-223@8fb-8c9-jvz,Dollar General,31.31467,-94.692449,2422 E Denman Ave,Lufkin,TX,75901,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,789,2020-01-01,480050008001,48005000800
225-222@63t-yrk-q75,Dollar General,42.298025,-83.3484,1615 S Merriman Rd,Westland,MI,48186,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,876,2020-01-01,261635687004,26163568700
zzy-22b@64g-74x-qj9,Family Dollar Stores,35.90295,-75.673097,212 S Us 64,Manteo,NC,27954,Family Dollar Stores,SG_BRAND_6db086b96ff72a99a60c4a182d90fe10,452319,724,2020-01-01,370559706013,37055970601
222-222@8fx-y6w-ht9,McDonald's,27.639954,-80.513783,9080 20th St,West Vero Corridor,FL,32966,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,722513,420,2020-01-01,120610509032,12061050903
227-224@5z4-vv2-73q,Dairy Queen,34.427818,-118.537555,26541 Bouquet Canyon Rd,Santa Clarita,CA,91350,Dairy Queen,SG_BRAND_d6fdfe0213b3ad6f7bec024ed7719b7e,722513,237,2020-01-01,060379201121,06037920112
222-222@8gb-3bn-t5f,Rack Room Shoes,34.236243,-84.461697,1810 Cumming Hwy Ste 650,Canton,GA,30115,Rack Room Shoes,SG_BRAND_b68625fa612b400cf39fff24d91a9b90,448210,593,2020-01-01,130570906021,13057090602
223-222@627-wbv-k4v,ALDO,40.756146,-73.987877,218 W 42nd St,New York,NY,10036,ALDO,SG_BRAND_97f9b8b5f3ff0c65246e0c2b8acfae30,448210,209,2020-01-01,360610113001,36061011300
226-222@5qw-t35-qpv,Big Mike's,32.646877,-96.901451,410 E Wheatland Rd,Duncanville,TX,75116,,,448210,3922,2020-01-01,481130165172,48113016517
228-222@5z5-pq3-brk,Foot Locker,32.767166,-117.168381,7007 Friars Rd Ste 213,San Diego,CA,92108,Foot Locker,SG_BRAND_3bbe7681bc7a60ed3d22764734cb699a,448210,659,2020-01-01,060730089022,06073008902
zzy-222@63d-5kt-zs5,Gunner's Grand Slam Sausages,40.447161,-80.007079,Mazeroski Way,Pittsburgh,PA,15212,,,722513,4412,2020-01-01,420039812001,42003981200
223-222@8dj-jr8-n5z,The Honey Baked Ham Co.,27.984908,-82.730417,23310 US Highway 19 N,Clearwater,FL,33765,The Honey Baked Ham Co.,SG_BRAND_38a47ecd809d6bc33da5d07aeb102184,722513,363,2020-01-01,121030267025,12103026702
223-222@5z8-nym-kmk,Taco Bell,35.38071,-119.020764,2300 H St,Bakersfield,CA,93301,Taco Bell,SG_BRAND_748ba381dd81bb8de615319837ffa350,722513,177,2020-01-01,060290016002,06029001600
zzw-222@5ps-k85-jjv,Pizza Hut,34.240711,-92.020067,1200 University Dr,Pine Bluff,AR,71601,Pizza Hut,SG_BRAND_1f2a4b730dc533366115ba7f5168b074,722513,4842,2020-01-01,050690005023,05069000502
223-222@63j-8qq-4sq,Cheviot Auto Body Repair Experts,39.156827,-84.612208,3730 Harrison Ave,Cheviot,OH,45211,,,8111,1066,2020-01-01,390610209025,39061020902
222-222@5qw-tmy-vvf,All Seasons Auto Boat & RV Detailing,32.099024,-96.472613,801 N 13th St,Corsicana,TX,75110,,,8111,5371,2020-01-01,483499705003,48349970500
222-224@63r-b48-h89,Grace Window Tint and Auto Glass,39.322663,-76.665469,3000 Liberty Heights Ave,Baltimore,MD,21215,,,8111,142,2020-01-01,245101511003,24510151100
224-222@5qt-22j-mc5,Mikey's Automotive,35.609533,-97.504453,501 E Memorial Rd,Oklahoma City,OK,73114,,,8111,409,2020-01-01,401091083181,40109108318
227-222@8fy-8d9-b6k,Reynoso Auto Repair,28.325901,-81.406089,200 W Carroll St,Kissimmee,FL,34741,,,8111,288,2020-01-01,120970422002,12097042200
22k-222@63s-czg-575,Tropical Auto Repair,40.10521,-75.347356,414 DeKalb St,Bridgeport,PA,19405,,,8111,636,2020-01-01,420912057005,42091205700
zzw-222@5pj-pdj-9xq,Hardee's Red Burrito,38.213525,-90.408295,1305 Veterans Blvd,Festus,MO,63028,Hardee's Red Burrito,SG_BRAND_a9fd3c6e57be83ce,722513,412,2020-01-01,290997009001,29099700900
222-222@63v-75d-wkz,Hunt Brothers Pizza,40.795685,-81.693543,208 Mill St S,Dalton,OH,44618,Hunt Brothers Pizza,SG_BRAND_d1f227ed013c6a60,722513,183,2020-01-01,391690032002,39169003200
222-222@5vg-9sf-xwk,Togo's Eateries,38.006442,-121.837723,4485 Century Blvd,Pittsburg,CA,94565,Togo's Eateries,SG_BRAND_026161684784dddee1b6716334739746,722513,159,2020-01-01,060133050003,06013305000
223-222@8g7-nn6-dd9,Zaxby's,33.921922,-83.341811,2100 Barnett Shoals Rd,Athens,GA,30605,Zaxby's,SG_BRAND_5271fc9e8c38fe53392a2ecabc642130,722513,169,2020-01-01,130591505003,13059150500
223-223@5pm-94t-x5z,Hunt Brothers Pizza,35.225233,-88.253022,70 Bridge Ave,Savannah,TN,38372,Hunt Brothers Pizza,SG_BRAND_d1f227ed013c6a60,722513,185,2020-01-01,470719203003,47071920300
227-222@5ps-3v7-skf,Big Lots Stores,35.150304,-89.92017,4224 Summer Ave,Memphis,TN,38122,Big Lots Stores,SG_BRAND_c4d65e0c51ea2fe6cef625aabba41ab6,452319,4122,2020-01-01,471570087002,47157008700
zzw-222@8ts-92h-n3q,Dollar General,32.949235,-112.703035,951 E Pima St,Gila Bend,AZ,85337,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,927,2020-01-01,040137233051,04013723305
223-223@63q-hdh-x5z,Dollar General,42.104651,-75.889085,357 Court St,Binghamton,NY,13904,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,688,2020-01-01,360070006003,36007000600
225-222@8fc-ywk-x5z,Dollar General,30.102623,-94.167818,2602 Dowlen Rd,Beaumont,TX,77706,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,983,2020-01-01,482450003022,48245000302
223-222@63r-6dy-s89,Arby's,38.983261,-76.978737,2001 University Blvd E,Chillum,MD,20783,Arby's,SG_BRAND_f004042e34f9a89a218a216365ccd2c4,722513,258,2020-01-01,240338055002,24033805500
222-222@8sx-y3v-6c5,City Tortilla Factory,27.879616,-97.211004,2815 Main St,Ingleside,TX,78362,,,722513,287,2020-01-01,484090107002,48409010700
222-225@5pn-kbn-94v,Hunt Brothers Pizza,36.184728,-86.77319,803 Dickerson Pike,Nashville,TN,37207,Hunt Brothers Pizza,SG_BRAND_d1f227ed013c6a60,722513,229,2020-01-01,470370126001,47037012600
222-222@5pp-k7s-2p9,Pizza Hut,38.335911,-92.585615,1709 S Business 54,Eldon,MO,65026,Pizza Hut,SG_BRAND_1f2a4b730dc533366115ba7f5168b074,722513,398,2020-01-01,291319629001,29131962900
zzw-227@8fw-5s4-ygk,Dairy Queen,25.73216,-80.303212,4040 Ludlam Rd,Miami,FL,33155,Dairy Queen,SG_BRAND_d6fdfe0213b3ad6f7bec024ed7719b7e,722513,267,2020-01-01,120860076051,12086007605
zzw-225@5sc-fhw-vcq,The Good Feet Store,43.067723,-88.04834,2711 N Mayfair Rd,Wauwatosa,WI,53222,The Good Feet Store,SG_BRAND_6d4d956ded04aa43,448210,779,2020-01-01,550790903001,55079090300
22c-222@63s-jyf-4d9,Famous Footwear,38.718242,-75.110323,36454 Seaside Outlet Dr Unit 1790,Rehoboth Beach,DE,19971,Famous Footwear,SG_BRAND_b9d5a5d63e4c2cbbd81051ab8ccd109f,448210,270,2020-01-01,100050510033,10005051003
zzy-227@5z5-qf3-99f,Woodward Custom Boots,32.728972,-117.17215,2400 Kettner Blvd Ste 252,San Diego,CA,92101,,,448210,735,2020-01-01,060730058001,06073005800
22b-222@5ny-wtk-qvf,Europe Deli & Cafe,40.839764,-96.65386,2730 N 48th St,Lincoln,NE,68504,,,722513,102,2020-01-01,311090003002,31109000300
225-227@5zb-xds-87q,The Churchill,33.457845,-112.072288,901 N 1st St,Phoenix,AZ,85004,,,722513,469,2020-01-01,040131131002,04013113100
222-222@5pn-kf3-2x5,McDonald's,35.997574,-86.689974,6720 Nolensville Rd,Brentwood,TN,37027,McDonald's,SG_BRAND_5179b21fc1d50950b99b4eecaa48c614,722513,416,2020-01-01,470370191141,47037019114
222-222@5qv-tyr-6hq,Special D Automotive,32.918087,-96.427426,1785 E Interstate 30,Rockwall,TX,75087,,,8111,1223,2020-01-01,483970403021,48397040302
222-222@5z4-kjm-66k,American Truck Bodies & Repair,34.098326,-117.465768,15567 Arrow Blvd,Fontana,CA,92335,,,8111,1898,2020-01-01,060710024021,06071002402
229-222@3wq-3vs-qxq,Aero Services,55.356335,-131.708774,1500 Airport Terminal Way,Ketchikan,AK,99901,,,8111,572722,2020-01-01,021300001005,02130000100
zzy-225@5pk-g38-cnq,M & M Motor Sales,38.093442,-88.535722,Rr 5,Mount Vernon,IL,62864,,,8111,1012,2020-01-01,170659731003,17065973100
223-223@63r-b4h-qj9,ABC Windshield,39.346721,-76.705773,4701 Mount Hope Dr,Baltimore,MD,21215,,,8111,5984,2020-01-01,245102801021,24510280102
zzw-222@63g-ryd-cdv,Krispy Krunchy Chicken,36.945279,-77.393269,13024 Blue Star Hwy,Stony Creek,VA,23882,Krispy Krunchy Chicken,SG_BRAND_c2f2dcd3e397d5a16d749a0e84941a42,722513,751,2020-01-01,511838701001,51183870100
zzw-222@647-5dv-2c5,Wendy's,35.838063,-78.856676,4023 Davis Dr,Morrisville,NC,27560,Wendy's,SG_BRAND_962f9b1d1de0bf5b87f4782eafcfd5e5,722513,292,2020-01-01,371830536021,37183053602
zzy-226@8fw-25t-d7q,Tigeorges Kafe,25.830384,-80.191746,5925 NE 2nd Ave Ste 1,Miami,FL,33137,,,722513,2863,2020-01-01,120860020041,12086002004
226-222@63s-dmk-68v,Tree Garden,39.73251,-75.66642,1317 McKennans Church Rd,Wilmington,DE,19808,,,722513,164,2020-01-01,100030136133,10003013613
225-222@63s-8z8-xt9,Dollar Tree,39.641728,-75.625079,1230 Beaver Brook Plz,New Castle,DE,19720,Dollar Tree,SG_BRAND_6b1e006c89aa3f8b054a05fa90581501,452319,917,2020-01-01,100030163051,10003016305
222-222@8g7-h3k-vzz,Dollar Tree,34.100642,-82.848397,851 Elbert St,Elberton,GA,30635,Dollar Tree,SG_BRAND_6b1e006c89aa3f8b054a05fa90581501,452319,472,2020-01-01,131050005002,13105000500
zzy-222@5ps-cfz-v4v,Dollar General,35.391896,-92.196732,6254 Heber Springs Rd W,Quitman,AR,72131,Dollar General,SG_BRAND_a4efb9d8ddf0f71207d49f713c5bc1e9,452319,1236,2020-01-01,050234805021,05023480502
